날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
10/29/2012,108,11.7,8,16.7
10/30/2012,108,8.6,5.8,12.4
10/31/2012,108,6.9,2.8,11.6
11/1/2012,108,5.6,2.7,10
11/2/2012,108,7.2,1.6,12.4
11/3/2012,108,9.4,3.2,15.7
11/4/2012,108,11.8,9.1,15.3
11/5/2012,108,8.5,7.2,10.7
11/6/2012,108,7.1,5.1,8.6
11/7/2012,108,8.4,4.1,12.5
11/8/2012,108,8.8,6,12.6
11/9/2012,108,9.4,4.4,15
11/10/2012,108,12,9.2,14.7
11/11/2012,108,8.7,3.6,12
11/12/2012,108,7.3,5.8,9.1
11/13/2012,108,5.3,1.7,9.1
11/14/2012,108,2.4,-0.6,6.7
11/15/2012,108,4.2,-0.3,9.8
11/16/2012,108,4.9,1,8.2
11/17/2012,108,5.3,1.5,8
11/18/2012,108,3.5,-0.5,8.4
11/19/2012,108,3.4,-0.5,7.6
11/20/2012,108,1.9,-1.8,6.4
11/21/2012,108,4.1,-0.4,8.4
11/22/2012,108,6.7,1.9,10.5
11/23/2012,108,3.3,0.3,6.9
11/24/2012,108,1.7,-1.8,6.7
11/25/2012,108,3.4,-0.7,7.5
11/26/2012,108,2.3,-1.2,5.1
11/27/2012,108,2.1,-2.8,6.5
11/28/2012,108,5,-0.1,10.2
11/29/2012,108,0.8,-1.9,4.7
11/30/2012,108,1.7,-3,6.2
12/1/2012,108,-0.9,-5.9,4
12/2/2012,108,2.9,1,7.1
12/3/2012,108,1.7,-1.6,5
12/4/2012,108,-3.3,-5.9,-0.1
12/5/2012,108,-3.8,-6.2,-0.8
12/6/2012,108,-6.3,-10.3,-2.9
12/7/2012,108,-4.5,-6.4,-2.4
12/8/2012,108,-8.2,-11,-5.3
12/9/2012,108,-10.5,-13.2,-7
12/10/2012,108,-8.3,-11.8,-4.6
12/11/2012,108,-6.5,-10.4,-0.8
12/12/2012,108,-5,-9,0
12/13/2012,108,-1.5,-6.2,3.4
12/14/2012,108,2.7,0.3,4.7
12/15/2012,108,4.6,1.9,8.3
12/16/2012,108,1.6,-1.2,4.3
12/17/2012,108,-0.4,-4.7,3.2
12/18/2012,108,-6.8,-9.2,-4
12/19/2012,108,-6.9,-10.4,-2.8
12/20/2012,108,-3.4,-7.8,0.3
12/21/2012,108,-0.7,-1.9,0.8
12/22/2012,108,-3,-5.9,-0.8
12/23/2012,108,-8.9,-12.5,-5.9
12/24/2012,108,-8.8,-13.6,-4.5
12/25/2012,108,-8.9,-13.7,-4.6
12/26/2012,108,-10.8,-14.5,-7
12/27/2012,108,-5.7,-11.3,-0.8
12/28/2012,108,-0.9,-3.5,1.5
12/29/2012,108,-0.3,-1.9,0.6
12/30/2012,108,-8.2,-10.7,0
12/31/2012,108,-8.7,-11.6,-5
1/1/2013,108,-4.7,-8.7,0
1/2/2013,108,-11.7,-15.1,-4.8
1/3/2013,108,-13.2,-16.4,-9.3
1/4/2013,108,-10.7,-14.8,-5.8
1/5/2013,108,-7,-12.1,-1.2
1/6/2013,108,-6.3,-9.4,-2
1/7/2013,108,-5.1,-8.8,0.1
1/8/2013,108,-4.6,-6.8,-0.7
1/9/2013,108,-9,-10.7,-6.4
1/10/2013,108,-8.3,-12.3,-3.6
1/11/2013,108,-3.2,-7.9,1.4
1/12/2013,108,0,-2.7,4.2
1/13/2013,108,-0.5,-3,3.3
1/14/2013,108,-2.1,-4.3,1.8
1/15/2013,108,-2.1,-5.5,2
1/16/2013,108,-2.6,-5.8,0.4
1/17/2013,108,-5.8,-8.2,-2.5
1/18/2013,108,-4.4,-9.2,0.2
1/19/2013,108,0.5,-2.5,4.6
1/20/2013,108,1.6,-2,4.1
1/21/2013,108,2.2,1.1,4
1/22/2013,108,3.8,2,6
1/23/2013,108,1.8,1,3.8
1/24/2013,108,-0.9,-6.7,2.4
1/25/2013,108,-9.1,-10.8,-6.5
1/26/2013,108,-9.2,-11.9,-5.1
1/27/2013,108,-7.3,-10.7,-3.9
1/28/2013,108,-3.5,-8.9,0.2
1/29/2013,108,2.2,-0.3,3.7
1/30/2013,108,5.4,3.5,8.5
1/31/2013,108,7.4,3.7,11.5
2/1/2013,108,7.3,3.7,9.3
2/2/2013,108,-1.1,-4.5,3.7
2/3/2013,108,-3.2,-5.8,-1.1
2/4/2013,108,-0.8,-3.3,2.5
2/5/2013,108,-0.6,-4,2.7
2/6/2013,108,-1.5,-3.1,0.2
2/7/2013,108,-11.1,-13.8,-2.6
2/8/2013,108,-11.5,-15.8,-6.1
2/9/2013,108,-7.2,-12.3,-2.6
2/10/2013,108,-4,-8.4,-0.5
2/11/2013,108,-5.8,-10.4,-0.9
2/12/2013,108,-3.8,-4.8,-1.9
2/13/2013,108,-1.3,-6.3,2.9
2/14/2013,108,1.1,-2.6,5.2
2/15/2013,108,-1.2,-5.2,1.5
2/16/2013,108,-2.6,-7,2.6
2/17/2013,108,2.3,-2.1,5.8
2/18/2013,108,0.5,-2.5,3.1
2/19/2013,108,-2.9,-7.1,0.6
2/20/2013,108,-4.8,-8.7,0
2/21/2013,108,-1.7,-5.3,2.5
2/22/2013,108,0.5,-3.1,4.3
2/23/2013,108,-0.9,-4.4,2.4
2/24/2013,108,1.4,-2.4,5.3
2/25/2013,108,3.3,-0.7,8.6
2/26/2013,108,4.8,2.5,7.5
2/27/2013,108,3.4,0.8,8.8
2/28/2013,108,6.7,-1.1,13.9
3/1/2013,108,0.8,-2.4,7.7
3/2/2013,108,-0.8,-4.4,3.1
3/3/2013,108,0.4,-3.5,4.8
3/4/2013,108,3.1,-0.7,8.9
3/5/2013,108,3.7,-0.7,9.1
3/6/2013,108,7.9,0.9,14.3
3/7/2013,108,8,4.3,11.7
3/8/2013,108,8.5,3.8,14.1
3/9/2013,108,13.2,6.2,23.8
3/10/2013,108,1.2,-1.5,7.9
3/11/2013,108,4.2,-2.6,12.1
3/12/2013,108,7.5,1.6,11.7
3/13/2013,108,5.2,1.8,8.4
3/14/2013,108,4.1,0.9,9.8
3/15/2013,108,4.6,0,10.5
3/16/2013,108,6.3,1.6,12.7
3/17/2013,108,8.2,3.4,15.9
3/18/2013,108,8.3,5.3,14.2
3/19/2013,108,8,5.2,11.4
3/20/2013,108,2.8,-2.5,8.5
3/21/2013,108,1.5,-4,7.2
3/22/2013,108,3.4,0.9,6.9
3/23/2013,108,5.4,-1.2,12.1
3/24/2013,108,5.1,1.8,10.2
3/25/2013,108,2.8,-0.7,7.8
3/26/2013,108,4.4,-0.9,10.4
3/27/2013,108,7.5,1.4,14.9
3/28/2013,108,7.3,4.4,12
3/29/2013,108,5.4,0.6,10.4
3/30/2013,108,4.9,2.3,10.2
3/31/2013,108,6.3,1,13.2
4/1/2013,108,9.2,3.3,13.4
4/2/2013,108,7.2,5.8,9.5
4/3/2013,108,7.9,3.9,14.1
4/4/2013,108,12.6,5.6,19.8
4/5/2013,108,14.6,10.1,19.9
4/6/2013,108,7.5,2.5,13
4/7/2013,108,5.1,2,9.6
4/8/2013,108,8,2.5,13.8
4/9/2013,108,6.2,3.2,10.7
4/10/2013,108,5,1.3,8.1
4/11/2013,108,5.5,3.7,9.6
4/12/2013,108,6.9,2.2,11.9
4/13/2013,108,11.4,3.4,17.5
4/14/2013,108,8.3,4.2,12.2
4/15/2013,108,7.5,2.6,12.5
4/16/2013,108,13.2,8.6,19.1
4/17/2013,108,14.8,10.3,20.6
4/18/2013,108,12.3,9,16.3
4/19/2013,108,9.8,5.1,15
4/20/2013,108,6.6,4,10.1
4/21/2013,108,9,4.2,15.3
4/22/2013,108,11.4,5.6,17.2
4/23/2013,108,11.2,9.7,14.8
4/24/2013,108,12.3,8.3,18
4/25/2013,108,9.3,7.9,13.8
4/26/2013,108,11.7,6.9,16.3
4/27/2013,108,12.8,8.2,18.5
4/28/2013,108,16,10.3,21.6
4/29/2013,108,13.5,9,17.7
4/30/2013,108,13.4,7.7,19.5
5/1/2013,108,13.2,8.7,18.6
5/2/2013,108,12.4,9,17.1
5/3/2013,108,12.6,9,18.2
5/4/2013,108,13.9,9.3,19.6
5/5/2013,108,14.3,9.2,20.6
5/6/2013,108,14.6,7.9,21.3
5/7/2013,108,18.7,11.9,26.7
5/8/2013,108,19.4,12.7,26.2
5/9/2013,108,18.1,14.7,23
5/10/2013,108,14,10.4,16.1
5/11/2013,108,17.9,11,24.8
5/12/2013,108,19.1,16.4,22.5
5/13/2013,108,21.6,17.7,26.8
5/14/2013,108,20.2,17,25.3
5/15/2013,108,19.4,15.6,24.4
5/16/2013,108,22,15.3,28.3
5/17/2013,108,20.2,15.7,26.6
5/18/2013,108,17.7,13.7,22.3
5/19/2013,108,16.6,13.6,21.5
5/20/2013,108,14.4,12.1,18.5
5/21/2013,108,17.7,10.2,24.6
5/22/2013,108,19.7,13.9,25.9
5/23/2013,108,22.1,15.4,30.2
5/24/2013,108,21.3,15.7,27.5
5/25/2013,108,24.7,18.2,31.8
5/26/2013,108,23.9,20.8,28.4
5/27/2013,108,19.7,17.7,22.6
5/28/2013,108,18.9,17.6,20.9
5/29/2013,108,16.1,14.9,18.1
5/30/2013,108,19.2,14.3,25
5/31/2013,108,21.3,13.9,27.8
6/1/2013,108,21.7,17.4,27.9
6/2/2013,108,23.5,16.3,30.8
6/3/2013,108,21.3,18.4,26.7
6/4/2013,108,22.8,17.5,28.4
6/5/2013,108,24.8,19.1,30.4
6/6/2013,108,25,21.7,30
6/7/2013,108,25.7,20.7,31.1
6/8/2013,108,26.4,21,31.2
6/9/2013,108,27.4,22.3,32.4
6/10/2013,108,27.5,21.6,32.2
6/11/2013,108,23.7,20.5,26.7
6/12/2013,108,20.5,19.6,22.5
6/13/2013,108,23,18.8,27.5
6/14/2013,108,24.6,20.9,29.7
6/15/2013,108,24.6,21.3,29.1
6/16/2013,108,22.5,19.8,27.5
6/17/2013,108,22.3,19.9,25.8
6/18/2013,108,21.7,20.5,23.1
6/19/2013,108,24.3,20.6,29.6
6/20/2013,108,25.8,20.9,31.1
6/21/2013,108,26.6,22.9,31.8
6/22/2013,108,25.1,22.7,29.6
6/23/2013,108,22.9,20.6,26.2
6/24/2013,108,23.5,19.6,29.4
6/25/2013,108,25.1,21,29.8
6/26/2013,108,24.5,21.1,29.7
6/27/2013,108,25.1,20.4,31.8
6/28/2013,108,25.5,21.5,30.6
6/29/2013,108,27.2,21.8,32.6
6/30/2013,108,27.7,23.4,31.9
7/1/2013,108,27.1,23.9,31.3
7/2/2013,108,24.3,21.5,27.9
7/3/2013,108,25.2,20.5,30.7
7/4/2013,108,24.9,23.1,27.6
7/5/2013,108,25.6,22.1,30.2
7/6/2013,108,25.2,21.6,30.6
7/7/2013,108,24.9,22.4,29.5
7/8/2013,108,24.3,22.3,26.3
7/9/2013,108,24.5,23.5,26.2
7/10/2013,108,25.3,24.6,26.1
7/11/2013,108,24.6,23.8,25.1
7/12/2013,108,23.6,23.2,24.3
7/13/2013,108,24.2,22.2,25.6
7/14/2013,108,24.1,23.1,25.4
7/15/2013,108,26.5,23.6,29.1
7/16/2013,108,26.9,25.2,28.8
7/17/2013,108,24.2,23.5,25.7
7/18/2013,108,25.1,23.8,27.7
7/19/2013,108,26.8,23.3,30.5
7/20/2013,108,27,25.3,30.3
7/21/2013,108,26.8,25.6,28.4
7/22/2013,108,26.4,24.1,29.4
7/23/2013,108,25.7,24.7,26.4
7/24/2013,108,24.7,23.2,27.6
7/25/2013,108,26,22.9,30.2
7/26/2013,108,26.5,23.1,31.1
7/27/2013,108,26.2,23.1,31.2
7/28/2013,108,25.3,23.9,26.7
7/29/2013,108,26.5,24.4,29.6
7/30/2013,108,26.3,24,29.9
7/31/2013,108,26.4,24.7,29
8/1/2013,108,28,24.5,32.1
8/2/2013,108,27.4,25.2,29.3
8/3/2013,108,28.9,26.7,32.6
8/4/2013,108,28.3,26.4,31.3
8/5/2013,108,27.7,26.4,30.1
8/6/2013,108,26.4,23,27.6
8/7/2013,108,28.7,25,32.1
8/8/2013,108,29.3,27.3,32.8
8/9/2013,108,29.2,27.9,30.8
8/10/2013,108,28,25.8,29.4
8/11/2013,108,28.7,24.2,33.2
8/12/2013,108,29.3,27.1,32.6
8/13/2013,108,29,26.6,32.9
8/14/2013,108,28.6,26.2,32
8/15/2013,108,28.7,25.8,32.4
8/16/2013,108,28.7,26.1,31.7
8/17/2013,108,28.7,27.1,31.6
8/18/2013,108,28.3,26,31.5
8/19/2013,108,28.2,25.7,32.3
8/20/2013,108,27.4,23,32.3
8/21/2013,108,28.8,24.2,33.9
8/22/2013,108,29.3,26.3,32.3
8/23/2013,108,25.7,23.7,28.7
8/24/2013,108,26.6,21.9,31.5
8/25/2013,108,27.1,22,32.1
8/26/2013,108,27,22.8,31.6
8/27/2013,108,25.6,22.5,29.3
8/28/2013,108,26.4,22.7,30.8
8/29/2013,108,25.5,24.5,26.7
8/30/2013,108,25.1,22.3,28.3
8/31/2013,108,24,21.1,27.9
9/1/2013,108,23.5,19.8,28.2
9/2/2013,108,22.4,17.3,26.9
9/3/2013,108,21.7,16.4,26.8
9/4/2013,108,22,16.4,27.5
9/5/2013,108,21.2,17.9,24.1
9/6/2013,108,20.8,19,23.1
9/7/2013,108,21.9,17.9,26.9
9/8/2013,108,22.9,18.4,27.9
9/9/2013,108,23,19.8,26.5
9/10/2013,108,22,19.1,25.2
9/11/2013,108,20.1,19.1,20.9
9/12/2013,108,23,20.3,26.3
9/13/2013,108,22.9,20.9,25.2
9/14/2013,108,23.1,21.5,25.3
9/15/2013,108,23.4,20.3,28.2
9/16/2013,108,20.9,15.2,27
9/17/2013,108,22.6,17,29.3
9/18/2013,108,24.4,17.5,31.1
9/19/2013,108,24.7,20.5,30.2
9/20/2013,108,23.4,20.1,28
9/21/2013,108,23.8,19.9,27.8
9/22/2013,108,23.1,20.4,27.2
9/23/2013,108,23.8,18.6,29
9/24/2013,108,22,20,23.9
9/25/2013,108,19.5,15.3,24.2
9/26/2013,108,17.3,12.7,22.5
9/27/2013,108,17.9,10.9,24
9/28/2013,108,17.4,15.2,19.9
9/29/2013,108,17.2,14.7,19.7
9/30/2013,108,20.7,18,25.5
10/1/2013,108,21.6,17.2,27.2
10/2/2013,108,19.4,15,22.8
10/3/2013,108,16.3,11,21.3
10/4/2013,108,17.4,10.7,25.1
10/5/2013,108,20,12.6,28.1
10/6/2013,108,20.8,15.4,25.7
10/7/2013,108,22.8,19.8,26.9
10/8/2013,108,20,18,21.8
10/9/2013,108,20.5,15.5,26.4
10/10/2013,108,21.1,15.9,26.4
10/11/2013,108,18.1,14.1,20.7
10/12/2013,108,16.4,11,21.5
10/13/2013,108,17.3,12.2,23.4
10/14/2013,108,18.3,13.3,24.4
10/15/2013,108,12,7.7,17.4
10/16/2013,108,11.2,6.1,16.8
10/17/2013,108,12.4,6.8,18.9
10/18/2013,108,13.6,8.1,20.2
10/19/2013,108,14.6,9.8,19.5
10/20/2013,108,16.7,11.7,22.9
10/21/2013,108,16.2,12,22.2
10/22/2013,108,15.9,11.3,21.7
10/23/2013,108,16.2,12.2,22.1
10/24/2013,108,13.1,7.8,18.5
10/25/2013,108,9.3,5.3,14.5
10/26/2013,108,10,4.3,15.7
10/27/2013,108,11.4,5.1,18
10/28/2013,108,11.6,6.7,16.7
10/29/2013,108,12.7,9.5,16.5
10/30/2013,108,10.5,6.4,16.2
10/31/2013,108,11.7,5.5,18.8
11/1/2013,108,14.8,8.6,20.7
11/2/2013,108,11.6,8.6,14.9
11/3/2013,108,11.9,7.8,16.7
11/4/2013,108,12.6,9.2,17.6
11/5/2013,108,12.3,7.5,18.5
11/6/2013,108,12.2,9,15.9
11/7/2013,108,12.2,7.5,15.8
11/8/2013,108,9,4,14.5
11/9/2013,108,11.6,9.2,15.5
11/10/2013,108,5.5,2.1,10.4
11/11/2013,108,2.6,-1.4,7.5
11/12/2013,108,3.4,-1.1,8.5
11/13/2013,108,4.8,-0.9,11.4
11/14/2013,108,6.7,3.1,9.9
11/15/2013,108,8.2,5.8,12.4
11/16/2013,108,7,2.4,12
11/17/2013,108,5.2,2.2,7.6
11/18/2013,108,1.1,-1.5,4.2
11/19/2013,108,1.1,-1.7,3.8
11/20/2013,108,1.5,-1.9,5.9
11/21/2013,108,2.6,-1.4,7.3
11/22/2013,108,4.6,-0.7,10.5
11/23/2013,108,7.1,2.2,12.5
11/24/2013,108,7.3,4.4,10.6
11/25/2013,108,4.7,-0.1,10.2
11/26/2013,108,2.1,-2.4,5.8
11/27/2013,108,0,-4.3,4.7
11/28/2013,108,-3.8,-6.4,-0.9
11/29/2013,108,-0.7,-5.4,4.8
11/30/2013,108,5.3,-1.1,10.6
12/1/2013,108,4.5,1.4,8.6
12/2/2013,108,3.9,0.1,6.6
12/3/2013,108,6.7,4.5,9.9
12/4/2013,108,5.5,2.1,9.6
12/5/2013,108,5.5,2.1,9
12/6/2013,108,3,-0.7,7
12/7/2013,108,6.2,3.8,11
12/8/2013,108,4.2,2.5,6.5
12/9/2013,108,3.8,1.9,5.2
12/10/2013,108,0.3,-2.2,3.5
12/11/2013,108,-1.7,-4.3,0.2
12/12/2013,108,-3.2,-6.3,0.3
12/13/2013,108,-6.8,-8.9,-4.3
12/14/2013,108,-4.9,-8.5,-1.4
12/15/2013,108,-4.4,-8,0.7
12/16/2013,108,-3.6,-7.3,0.5
12/17/2013,108,-0.3,-5.5,4.7
12/18/2013,108,2.2,-0.9,6.5
12/19/2013,108,-3.5,-6.5,-0.9
12/20/2013,108,-4,-8.1,-0.1
12/21/2013,108,-3.1,-6.3,0.9
12/22/2013,108,-2.1,-6.8,3.1
12/23/2013,108,-1.1,-3.7,2.3
12/24/2013,108,-1.6,-5.9,4
12/25/2013,108,-0.5,-4.4,3.7
12/26/2013,108,-0.5,-4,2.7
12/27/2013,108,-6.8,-9.3,-3.7
12/28/2013,108,-6.5,-9.8,-2.7
12/29/2013,108,-2.9,-8,1.6
12/30/2013,108,2.2,-1.9,6.3
12/31/2013,108,3.8,0.5,8
1/1/2014,108,4,0.3,7.9
1/2/2014,108,1.5,-1.3,6.2
1/3/2014,108,2.3,-1.1,7.3
1/4/2014,108,-0.1,-3.7,5.6
1/5/2014,108,-0.8,-4.3,3.8
1/6/2014,108,0.8,-3.7,6.4
1/7/2014,108,3,0.3,5.5
1/8/2014,108,0.5,-5.7,4
1/9/2014,108,-7.8,-10.4,-4.3
1/10/2014,108,-4.7,-9.3,-0.9
1/11/2014,108,-1.7,-5.4,2.4
1/12/2014,108,-2.4,-7.7,2.5
1/13/2014,108,-6.2,-10.5,-1.6
1/14/2014,108,-4.3,-8.9,1.1
