날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
9/19/2017,108,22.6,20.1,25.8
9/20/2017,108,19.5,14.1,24.9
9/21/2017,108,20.3,14.2,27
9/22/2017,108,20.6,15.4,26.8
9/23/2017,108,21.8,17.6,27.3
9/24/2017,108,22.4,18.8,27.9
9/25/2017,108,23.4,17.4,30.1
9/26/2017,108,25.1,19.4,31.4
9/27/2017,108,22.7,19.9,27.3
9/28/2017,108,19.2,14.2,25.3
9/29/2017,108,17.4,11.2,23.5
9/30/2017,108,20,14.7,25.9
10/1/2017,108,18.2,15.5,21.2
10/2/2017,108,22,15.6,29.4
10/3/2017,108,17.6,13.4,23.6
10/4/2017,108,16.7,10.7,24.3
10/5/2017,108,18.7,13.9,23.4
10/6/2017,108,18.9,16.2,23.3
10/7/2017,108,21.9,16.9,28.8
10/8/2017,108,23,19.3,28.7
10/9/2017,108,22.5,19.8,27.6
10/10/2017,108,21.4,18.6,24.8
10/11/2017,108,15.5,12.2,21.7
10/12/2017,108,11.4,8.8,
10/13/2017,108,12.8,6.1,18.9
10/14/2017,108,14.4,9,20.5
10/15/2017,108,15.8,9,23
10/16/2017,108,16.6,13.6,22
10/17/2017,108,16.2,9.2,23.9
10/18/2017,108,16.5,14.2,19.1
10/19/2017,108,17,11.9,23.2
10/20/2017,108,17,11.1,24.2
10/21/2017,108,17.6,11,25.2
10/22/2017,108,16.3,11,23.5
10/23/2017,108,13.7,8.6,20.6
10/24/2017,108,14.4,9.9,20.9
10/25/2017,108,14.4,9.5,20.6
10/26/2017,108,14.5,10.7,18.1
10/27/2017,108,16.9,11.9,24.2
10/28/2017,108,17.2,10.6,24.8
10/29/2017,108,11.5,6.3,17.2
10/30/2017,108,7.7,2.5,13.2
10/31/2017,108,10.4,3.6,16
11/1/2017,108,14.4,11.5,18.1
11/2/2017,108,15.5,14,18
11/3/2017,108,12.3,6.1,16.6
11/4/2017,108,7.8,4.5,13.7
11/5/2017,108,8.4,2.6,15.4
11/6/2017,108,11.4,8,16.5
11/7/2017,108,14.4,9.2,18.4
11/8/2017,108,13.1,6.9,17.2
11/9/2017,108,9.4,3.7,16.8
11/10/2017,108,9.8,5.3,15.9
11/11/2017,108,5.9,2.7,10.7
11/12/2017,108,5.3,0.3,11.4
11/13/2017,108,8.4,3.1,11.8
11/14/2017,108,7.5,2.9,11.4
11/15/2017,108,3.2,-1.1,6.5
11/16/2017,108,1,-3.4,6.4
11/17/2017,108,3,-1.6,5.8
11/18/2017,108,-2.1,-4.8,2.6
11/19/2017,108,-1.6,-6.6,3.5
11/20/2017,108,-0.4,-3.9,4.2
11/21/2017,108,1.3,-4.2,8.1
11/22/2017,108,4.3,0.6,10.8
11/23/2017,108,0.9,-2.5,4.7
11/24/2017,108,-0.4,-2.5,2.9
11/25/2017,108,3,-3.3,7.3
11/26/2017,108,3.3,-0.3,7.6
11/27/2017,108,2.5,-2.9,9.5
11/28/2017,108,6.4,1.3,11.2
11/29/2017,108,3.2,-1.8,8.1
11/30/2017,108,-2.4,-5.2,2.7
12/1/2017,108,-2.2,-7.6,3.1
12/2/2017,108,1.9,-4.6,8.1
12/3/2017,108,4.9,3.1,8.1
12/4/2017,108,-1.2,-6.1,4.5
12/5/2017,108,-4.2,-8.2,-0.4
12/6/2017,108,0.2,-4.5,6
12/7/2017,108,0.7,-3.5,4.6
12/8/2017,108,-3.8,-7.1,-0.5
12/9/2017,108,-0.5,-5.6,5.4
12/10/2017,108,1.1,-2.5,6.7
12/11/2017,108,-7,-11,-2.5
12/12/2017,108,-9.4,-12.3,-5.2
12/13/2017,108,-8.7,-12,-4.4
12/14/2017,108,-6.6,-11.2,-1.9
12/15/2017,108,-3,-7.5,0.9
12/16/2017,108,-5.7,-8.1,-2.6
12/17/2017,108,-6.7,-10.8,-2.3
12/18/2017,108,-1.6,-5.9,3.3
12/19/2017,108,-3.9,-6.5,-1
12/20/2017,108,-3.9,-8.5,-0.1
12/21/2017,108,-0.9,-5.6,4.6
12/22/2017,108,3.4,-1.9,6.6
12/23/2017,108,6.1,5,8.7
12/24/2017,108,2.9,-0.6,5.7
12/25/2017,108,-2.1,-4.9,0.6
12/26/2017,108,-3.8,-7.9,-1.1
12/27/2017,108,-6.9,-10.3,-2.6
12/28/2017,108,-2.1,-6.8,0.8
12/29/2017,108,2.1,-0.4,6
12/30/2017,108,1.4,-1.2,4.5
12/31/2017,108,-0.3,-3.2,3.3
1/1/2018,108,-1.3,-5.1,3.8
1/2/2018,108,-1.8,-4.3,1.8
1/3/2018,108,-4.7,-7.1,-0.4
1/4/2018,108,-4.7,-8.7,-0.7
1/5/2018,108,-3,-5.6,1.6
1/6/2018,108,-2.8,-6.8,2.9
1/7/2018,108,-0.8,-5.7,2.8
1/8/2018,108,1.3,-1.2,4
1/9/2018,108,-4.2,-6.1,-1.2
1/10/2018,108,-7.5,-10.3,-4.8
1/11/2018,108,-11.1,-13.6,-7.4
1/12/2018,108,-10.2,-15.3,-5.4
1/13/2018,108,-4.4,-6.6,-1.2
1/14/2018,108,0.6,-4.4,5.4
1/15/2018,108,4.7,1.8,7.7
1/16/2018,108,3.5,0.1,6.8
1/17/2018,108,4.5,2.4,8.7
1/18/2018,108,2.1,0.3,4.5
1/19/2018,108,1,-2.5,5.5
1/20/2018,108,2.2,-1,6.9
1/21/2018,108,0.4,-3.7,5.5
1/22/2018,108,0.2,-5.3,4
1/23/2018,108,-11.7,-14.6,-5.3
1/24/2018,108,-14.2,-16.3,-10.7
1/25/2018,108,-14,-16.4,-9.5
1/26/2018,108,-14.8,-17.8,-10.7
1/27/2018,108,-9.9,-15.9,-3.5
1/28/2018,108,-6.3,-9.3,-1.2
1/29/2018,108,-8.5,-11.6,-4.7
1/30/2018,108,-5.3,-11.4,-0.8
1/31/2018,108,-2.6,-5.2,0
2/1/2018,108,-4,-8.8,1.2
2/2/2018,108,-2.4,-7.6,3.8
2/3/2018,108,-7.3,-10.4,-2.1
2/4/2018,108,-9.5,-12.8,-5.2
2/5/2018,108,-9.4,-11.8,-5.1
2/6/2018,108,-10.1,-12.8,-5.8
2/7/2018,108,-8,-13.4,-1.6
2/8/2018,108,-4.4,-9.7,2
2/9/2018,108,0.4,-5.3,6.1
2/10/2018,108,-0.5,-6.9,3.2
2/11/2018,108,-6.1,-9.5,-2.2
2/12/2018,108,-5.8,-9.6,-1.8
2/13/2018,108,-0.8,-7.4,4.3
2/14/2018,108,3.5,-0.7,8.7
2/15/2018,108,-0.7,-3.7,4
2/16/2018,108,-1.1,-5.5,4.9
2/17/2018,108,-3,-7.1,1.4
2/18/2018,108,-0.4,-4.9,5.2
2/19/2018,108,1.8,-1.9,6.8
2/20/2018,108,0.9,-2.4,5.5
2/21/2018,108,-0.9,-4.5,4.4
2/22/2018,108,1.3,-3.9,5.4
2/23/2018,108,4.2,-0.3,8.6
2/24/2018,108,2.4,-1.1,7.2
2/25/2018,108,1.9,-1.6,7.9
2/26/2018,108,3.1,-3.2,10.4
2/27/2018,108,4.2,0.6,6.9
2/28/2018,108,4.6,1.8,7.8
3/1/2018,108,-0.2,-4.3,3
3/2/2018,108,-0.7,-6.7,5.4
3/3/2018,108,7.9,-0.1,16.2
3/4/2018,108,9.8,7.6,11.9
3/5/2018,108,5.5,1.3,11.4
3/6/2018,108,4.5,-1.1,10.9
3/7/2018,108,6.4,2.2,10.7
3/8/2018,108,4.6,2.7,9.7
3/9/2018,108,4.5,1.4,9.6
3/10/2018,108,4.6,0.7,9.7
3/11/2018,108,6.4,2.7,12.2
3/12/2018,108,8,2.2,15.5
3/13/2018,108,12.4,5.2,18.8
3/14/2018,108,17,13.6,22.1
3/15/2018,108,12.4,8.4,16.6
3/16/2018,108,7.1,3.6,12.2
3/17/2018,108,6.6,0.5,14
3/18/2018,108,8.2,5.4,12.5
3/19/2018,108,8,6.2,10.4
3/20/2018,108,4.7,1.6,9.1
3/21/2018,108,2.1,1.1,5.3
3/22/2018,108,4.9,0.6,11.6
3/23/2018,108,6.1,1.8,12.5
3/24/2018,108,7.6,4,13.1
3/25/2018,108,9.6,4.6,16.9
3/26/2018,108,11,5.3,18.1
3/27/2018,108,13.3,7.7,20
3/28/2018,108,14,9.4,19
3/29/2018,108,15.4,11.8,21.1
3/30/2018,108,14.8,9.8,21.9
3/31/2018,108,14,9.3,20.1
4/1/2018,108,15.6,11.7,18.5
4/2/2018,108,18.4,14.9,23.7
4/3/2018,108,17.8,14.9,21.2
4/4/2018,108,13.4,9.5,18.2
4/5/2018,108,7.6,6.7,9.5
4/6/2018,108,5.8,3,8.6
4/7/2018,108,4.2,1.4,8.6
4/8/2018,108,3.9,0.6,7.9
4/9/2018,108,7.9,0.1,15.4
4/10/2018,108,15.1,6.9,21.9
4/11/2018,108,12.6,8.7,17.3
4/12/2018,108,13.3,6.8,19.6
4/13/2018,108,14.6,8.3,19.3
4/14/2018,108,9,7.5,14.8
4/15/2018,108,9.5,5.6,14.2
4/16/2018,108,11.6,4.9,18.8
4/17/2018,108,12.9,6.8,20.1
4/18/2018,108,12.4,6.2,19.3
4/19/2018,108,14,7.4,20.5
4/20/2018,108,18.4,11,26.3
4/21/2018,108,18.7,12.3,25.6
4/22/2018,108,15.5,10.7,21
4/23/2018,108,9.3,8.4,10.7
4/24/2018,108,12.1,8.9,16.1
4/25/2018,108,14.6,5.7,23.3
4/26/2018,108,14.9,10,22.1
4/27/2018,108,15.7,9.7,23.3
4/28/2018,108,15.4,10.5,21.7
4/29/2018,108,16.2,9.4,22.9
4/30/2018,108,19.2,14.1,25
5/1/2018,108,20.4,17.8,23.3
5/2/2018,108,15.1,8.7,19.7
5/3/2018,108,11.2,6.9,14.7
5/4/2018,108,14.1,8.8,20
5/5/2018,108,18.3,11.6,24.6
5/6/2018,108,16.6,15,20.7
5/7/2018,108,19.2,14,25.5
5/8/2018,108,17.5,11.6,22.9
5/9/2018,108,15.7,9.2,21.8
5/10/2018,108,15.4,11.3,21.4
5/11/2018,108,16.1,11.9,21.3
5/12/2018,108,14.2,11.8,16.1
5/13/2018,108,15.8,12.7,20
5/14/2018,108,18.2,11.9,24.5
5/15/2018,108,23.2,15.4,29.3
5/16/2018,108,22.3,21.8,24.4
5/17/2018,108,20.9,18.8,23.5
5/18/2018,108,16.3,12.2,19.3
5/19/2018,108,17.6,10.3,24.7
5/20/2018,108,17,11.5,22.6
5/21/2018,108,17.8,11.3,23.7
5/22/2018,108,18.1,15.4,23.2
5/23/2018,108,17.3,13.6,23.3
5/24/2018,108,18.3,11.2,23.7
5/25/2018,108,19.7,13.8,26.2
5/26/2018,108,21.8,14,29.6
5/27/2018,108,20.3,17.3,24.7
5/28/2018,108,22.3,16.2,29.1
5/29/2018,108,21.4,19.1,25.9
5/30/2018,108,20.2,15.8,24.7
5/31/2018,108,20.9,14.2,27.6
6/1/2018,108,23.8,17.5,30.2
6/2/2018,108,23.4,17.6,30.1
6/3/2018,108,24,16.9,30.8
6/4/2018,108,22.6,18.9,27.5
6/5/2018,108,23.7,17.7,29.2
6/6/2018,108,23,18.4,27.9
6/7/2018,108,22.2,17.8,29.4
6/8/2018,108,21.9,18.5,27
6/9/2018,108,23.7,18.9,30.1
6/10/2018,108,21.3,18.3,24.9
6/11/2018,108,20.2,18,23.9
6/12/2018,108,21.3,16.6,27.1
6/13/2018,108,22,18.3,27
6/14/2018,108,21.6,18.8,25.1
6/15/2018,108,21.7,17.2,27
6/16/2018,108,22.5,16.3,28.7
6/17/2018,108,22.8,18.9,27.5
6/18/2018,108,24.8,19.9,30.8
6/19/2018,108,22.4,19.1,27.2
6/20/2018,108,22.7,19.1,28.4
6/21/2018,108,23.7,19.4,28.7
6/22/2018,108,25,18.2,32
6/23/2018,108,24.5,20.9,28.9
6/24/2018,108,25.2,20.1,32.1
6/25/2018,108,27.1,21.3,32.9
6/26/2018,108,22.3,20.2,26.9
6/27/2018,108,22.3,19.1,25.5
6/28/2018,108,23.3,20.6,27.3
6/29/2018,108,24.7,21.9,29.1
6/30/2018,108,24.4,21.6,27.9
7/1/2018,108,21.9,21,22.8
7/2/2018,108,22.6,20.6,25.3
7/3/2018,108,27.4,22.5,32.6
7/4/2018,108,27.3,24,31.8
7/5/2018,108,25.3,23.4,29
7/6/2018,108,23.9,21.5,27.1
7/7/2018,108,23.7,19.5,29.2
7/8/2018,108,23.3,17.7,28.1
7/9/2018,108,20.8,20.1,24.2
7/10/2018,108,23.7,20.4,26.5
7/11/2018,108,26.8,24.4,29.5
7/12/2018,108,26.6,25.1,28.2
7/13/2018,108,27.3,24.7,30.9
7/14/2018,108,27.9,24.6,31.9
7/15/2018,108,28.3,24.5,33.2
7/16/2018,108,28.7,24,34
7/17/2018,108,28.1,23.9,32.1
7/18/2018,108,28.2,23.7,33.2
7/19/2018,108,28.7,23.2,34.1
7/20/2018,108,29.5,24.6,34.7
7/21/2018,108,30.6,24.9,36.9
7/22/2018,108,31.8,25.3,38
7/23/2018,108,31.7,29.2,35.7
7/24/2018,108,31.4,27.2,36.8
7/25/2018,108,30.1,27.7,34.1
7/26/2018,108,30.1,27.3,33.7
7/27/2018,108,30.9,27.2,35.4
7/28/2018,108,29.5,28,35.2
7/29/2018,108,31.3,26.4,36.7
7/30/2018,108,31.7,26.2,36.9
7/31/2018,108,32.6,27.8,38.3
8/1/2018,108,33.6,27.8,39.6
8/2/2018,108,33.7,30.3,37.9
8/3/2018,108,33.1,30,37.9
8/4/2018,108,31.1,28,34.9
8/5/2018,108,30,27.2,33.9
8/6/2018,108,30.5,28.3,35.3
8/7/2018,108,30.5,26.8,35.9
8/8/2018,108,31,27.6,35.3
8/9/2018,108,28.8,27.1,32.5
8/10/2018,108,30.7,25.7,36.8
8/11/2018,108,31,26.4,36
8/12/2018,108,30.6,27.2,35.3
8/13/2018,108,30.5,26.7,34.4
8/14/2018,108,31.7,27.7,37.2
8/15/2018,108,31.7,28.3,38
8/16/2018,108,29.9,24.1,35.6
8/17/2018,108,27.2,21.7,33.8
8/18/2018,108,26.7,21.5,32.1
8/19/2018,108,28.2,23,34.4
8/20/2018,108,29.1,25.1,33.3
8/21/2018,108,26.6,23.4,31
8/22/2018,108,30.7,23.4,37.6
8/23/2018,108,29.4,25.7,32.2
8/24/2018,108,24.4,23.2,26.3
8/25/2018,108,25.2,22.7,29.3
8/26/2018,108,23.2,20.3,29
8/27/2018,108,22.7,20.2,24.9
8/28/2018,108,23.7,22.5,26.1
8/29/2018,108,25.2,22.7,27.4
8/30/2018,108,25.3,23.9,28.2
8/31/2018,108,25.6,22.8,30.3
9/1/2018,108,25.5,20.8,30.9
9/2/2018,108,25.1,20.1,29.6
9/3/2018,108,23.3,21.4,25.8
9/4/2018,108,23.2,20,27.8
9/5/2018,108,24,19.6,28.5
9/6/2018,108,24.1,20.9,28.2
9/7/2018,108,22,19.1,25.5
9/8/2018,108,21.7,15.9,27.7
9/9/2018,108,22.2,15.6,28.9
9/10/2018,108,22.9,18.6,28.4
9/11/2018,108,21.6,16.8,26.1
9/12/2018,108,22.8,16.8,28.2
9/13/2018,108,23.5,20.3,28.3
9/14/2018,108,23.5,20.3,26.8
9/15/2018,108,23.3,21,26
9/16/2018,108,22.2,21,23.9
9/17/2018,108,22.3,18.5,27.7
9/18/2018,108,22,17.7,26.5
9/19/2018,108,22.1,18.9,26.6
9/20/2018,108,19,17.8,20.1
9/21/2018,108,19.4,17.6,21.9
9/22/2018,108,20.8,17.2,25.5
9/23/2018,108,19.4,15.6,25.3
9/24/2018,108,17.6,14.2,22.1
9/25/2018,108,17.8,10.8,24.3
9/26/2018,108,19.4,16.2,24.8
9/27/2018,108,18.9,13.2,25
9/28/2018,108,17.5,14.3,22.2
9/29/2018,108,20.2,14.6,27
9/30/2018,108,17.6,14,21.6
10/1/2018,108,15.4,13,19.7
10/2/2018,108,15.9,10.3,22
10/3/2018,108,17.3,11.2,24.2
10/4/2018,108,19.3,13,25.6
10/5/2018,108,16.9,15.7,19
10/6/2018,108,18,16.3,21.7
10/7/2018,108,16.4,12.3,21.1
10/8/2018,108,14.8,9.2,20.9
10/9/2018,108,15.3,10.7,19.8
10/10/2018,108,12,7.9,16.7
10/11/2018,108,9.7,6.1,13.9
10/12/2018,108,10.9,5.2,17.4
10/13/2018,108,12.5,6.1,19.8
10/14/2018,108,13.2,6.8,20.3
10/15/2018,108,15.2,10.9,21
10/16/2018,108,14.5,9.9,20.3
10/17/2018,108,12.4,8.4,18.6
10/18/2018,108,12.7,7.5,19
10/19/2018,108,13.1,7.2,20.4
10/20/2018,108,13.4,6.9,21.4
10/21/2018,108,13.4,7.2,21.1
10/22/2018,108,14,8.8,20.6
10/23/2018,108,12.2,9.8,16.9
10/24/2018,108,12.5,7.6,18.7
10/25/2018,108,13.8,7,21.2
10/26/2018,108,12.2,9.9,14.7
10/27/2018,108,8.7,6.2,11.6
10/28/2018,108,8.3,5.2,13.5
10/29/2018,108,7.2,3.4,11.7
10/30/2018,108,6.1,0.7,11.6
10/31/2018,108,7.4,3,12.6
11/1/2018,108,8.4,2.5,15.2
11/2/2018,108,10.6,4,19
11/3/2018,108,11.2,5,19.1
11/4/2018,108,11.6,5.3,19.4
11/5/2018,108,11.9,6.6,18.3
11/6/2018,108,12.2,8,17.5
11/7/2018,108,12.8,10.3,15.7
11/8/2018,108,11.8,10.5,14.7
11/9/2018,108,12.1,9.5,15.4
11/10/2018,108,11.9,8.8,17.1
11/11/2018,108,8.1,5.4,10.9
11/12/2018,108,8.1,3.1,15.1
11/13/2018,108,8.8,4.1,15.4
11/14/2018,108,9.8,4.8,16.6
11/15/2018,108,9.7,4.7,16.2
11/16/2018,108,8.8,4.2,14.5
11/17/2018,108,4.9,0.6,11.4
11/18/2018,108,6.1,1.9,10.7
11/19/2018,108,6.5,3.3,11.3
11/20/2018,108,6.5,0,12.7
11/21/2018,108,5.8,3.1,8.2
11/22/2018,108,2.3,-1.3,7.1
11/23/2018,108,1.9,-3.1,7.6
11/24/2018,108,2.6,0.3,3.8
11/25/2018,108,4.8,1.3,9.8
11/26/2018,108,6.3,1.6,13.6
11/27/2018,108,7.1,3.1,12.5
11/28/2018,108,5,2.1,11.1
11/29/2018,108,3.5,0.6,6.7
11/30/2018,108,2.7,-1.5,8
12/1/2018,108,5.5,0.8,12.4
12/2/2018,108,8.2,2.8,11.8
12/3/2018,108,11.5,9.3,13.5
12/4/2018,108,6.7,-0.3,11.8
12/5/2018,108,0,-4.3,3.4
12/6/2018,108,2.4,-1,6.8
12/7/2018,108,-7.3,-9.6,-1.1
12/8/2018,108,-8.3,-11.4,-4.4
12/9/2018,108,-7.2,-11.8,-2.1
12/10/2018,108,-2.5,-8.1,4.6
12/11/2018,108,0.2,-2.4,2.9
12/12/2018,108,-1.9,-5,2.4
12/13/2018,108,-2.2,-5.9,2.1
12/14/2018,108,-4.4,-7.8,0.6
12/15/2018,108,-2.4,-7.8,3.2
12/16/2018,108,0,-2.6,2.1
12/17/2018,108,1.6,-1.5,5.9
12/18/2018,108,2.6,-2.8,7.4
12/19/2018,108,4,1.3,9.5
12/20/2018,108,3.4,-1.1,10.4
12/21/2018,108,5.6,0.4,9.8
12/22/2018,108,6.9,2.9,12.4
12/23/2018,108,2.4,-3.4,7.5
12/24/2018,108,-2.3,-5.9,3.1
12/25/2018,108,0.6,-4,5.2
12/26/2018,108,-1.5,-7.1,3
12/27/2018,108,-10.1,-12.5,-6.5
12/28/2018,108,-10.5,-14.4,-6.6
12/29/2018,108,-7.6,-10.5,-3
12/30/2018,108,-6.8,-11.3,-0.9
12/31/2018,108,-5.4,-10.5,-0.5
1/1/2019,108,-5,-8.2,-0.6
1/2/2019,108,-4.9,-8.8,0.2
1/3/2019,108,-3.5,-8.4,3.2
1/4/2019,108,-1.1,-6.2,4.1
1/5/2019,108,-2.8,-5.5,1.1
1/6/2019,108,-2.8,-6.3,2.7
1/7/2019,108,-1.9,-6.2,3.1
1/8/2019,108,-3.5,-7.2,0.5
1/9/2019,108,-4.7,-9.4,1.3
1/10/2019,108,-0.6,-4.5,3
1/11/2019,108,2.4,-0.4,7.2
1/12/2019,108,2.8,-0.6,8
1/13/2019,108,1.2,-3,7.6
1/14/2019,108,1.4,-2.4,5.3
1/15/2019,108,-1.7,-7.2,2.6
1/16/2019,108,-5.2,-10.1,-1.1
1/17/2019,108,-0.3,-3.2,4
1/18/2019,108,0.6,-4.6,6.7
1/19/2019,108,3.6,0,8.5
1/20/2019,108,-1.4,-5.5,4
1/21/2019,108,-1.2,-6.7,4.2
1/22/2019,108,1.7,-3.3,7.1
1/23/2019,108,2,-0.8,7
1/24/2019,108,0.1,-4.6,6.5
1/25/2019,108,-1.2,-3.8,2.6
1/26/2019,108,-2.5,-6.5,2.4
1/27/2019,108,-0.1,-6.6,5.1
1/28/2019,108,1.2,-2.4,4.5
1/29/2019,108,-0.2,-5.6,7
1/30/2019,108,1.8,-2.8,6.6
1/31/2019,108,-2,-6.2,2.3
2/1/2019,108,-2.1,-7.4,2.8
2/2/2019,108,1.4,-3.2,6.1
2/3/2019,108,3.3,2,4.9
2/4/2019,108,-0.6,-3.3,3
2/5/2019,108,2.8,-3.6,10.1
2/6/2019,108,5.1,0.1,9.3
2/7/2019,108,-2.1,-8.2,6.3
2/8/2019,108,-6.1,-10.2,-1.3
2/9/2019,108,-5.4,-8.6,-1.9
2/10/2019,108,-5,-9.1,-1.9
2/11/2019,108,-3,-7.5,2
2/12/2019,108,-0.6,-4.1,3.7
2/13/2019,108,-2.1,-5.7,2.5
2/14/2019,108,-0.5,-5.9,6.3
2/15/2019,108,-0.8,-2.9,0.9
2/16/2019,108,-2.7,-5.1,1.5
2/17/2019,108,-1.8,-6.8,4.6
2/18/2019,108,0.9,-4.7,5.9
2/19/2019,108,1.4,0.2,3
2/20/2019,108,1.7,-0.1,4.5
2/21/2019,108,2.4,-2.6,9
2/22/2019,108,4,-1.6,10.8
2/23/2019,108,6.8,0.5,14.5
2/24/2019,108,6.3,1.2,13.7
2/25/2019,108,4.7,1.3,10.2
2/26/2019,108,5.2,-1.5,12
2/27/2019,108,7.8,4.7,14
2/28/2019,108,6.6,2,12.8
3/1/2019,108,6.6,1.2,13
3/2/2019,108,7.8,1.3,14.7
3/3/2019,108,9.4,2.5,16.1
3/4/2019,108,9.9,5,16.3
3/5/2019,108,8.4,5.6,12.9
3/6/2019,108,8.4,5.7,12.4
3/7/2019,108,7,3.1,12.7
3/8/2019,108,6.1,0.6,13.4
3/9/2019,108,7.2,-0.4,14.9
3/10/2019,108,10.1,6.7,15.3
3/11/2019,108,6.6,3.5,10
3/12/2019,108,3.9,-0.3,7.9
3/13/2019,108,3.5,-0.4,8.5
3/14/2019,108,5,-1.7,10
3/15/2019,108,5.5,1.6,11.3
3/16/2019,108,4.3,0.2,9.2
3/17/2019,108,6.3,2.6,12.4
3/18/2019,108,7.1,1.4,14.4
3/19/2019,108,10,3.4,16.7
3/20/2019,108,10.3,7.1,14.6
3/21/2019,108,7.1,1.9,11.1
3/22/2019,108,3.3,-0.7,8.3
3/23/2019,108,3.3,-0.4,8.2
3/24/2019,108,4.3,-0.8,9.7
3/25/2019,108,7.3,2.9,11.5
3/26/2019,108,11.4,7.4,17.6
3/27/2019,108,11.6,8.9,16.2
3/28/2019,108,9.4,5.6,14.6
3/29/2019,108,9.2,5.5,15.1
3/30/2019,108,5.2,3.5,8.4
3/31/2019,108,4.4,2.6,8.4
4/1/2019,108,5.5,0.3,11.3
4/2/2019,108,6.7,1.3,13
4/3/2019,108,7.6,1.9,13.6
4/4/2019,108,9.2,3,15.7
4/5/2019,108,11.4,7,17.2
4/6/2019,108,9.3,5.9,12.2
4/7/2019,108,12.6,5.6,20.3
4/8/2019,108,11.6,7.6,17.2
4/9/2019,108,9.2,4.7,13.9
4/10/2019,108,7.1,4.7,10.2
4/11/2019,108,9.5,4.3,15.7
4/12/2019,108,11.4,5.5,18.4
4/13/2019,108,11.8,6.2,17.9
4/14/2019,108,9.6,6.9,13.6
4/15/2019,108,11.6,3.9,18.1
4/16/2019,108,14.9,6.8,22.6
4/17/2019,108,15.3,9.1,21.8
4/18/2019,108,12.6,10.4,16.2
4/19/2019,108,13.8,9.6,19.7
4/20/2019,108,14.3,9.7,19.1
4/21/2019,108,14.8,12.2,20.2
4/22/2019,108,19.3,10.7,28.2
4/23/2019,108,20.4,15.3,25.5
4/24/2019,108,19.5,15.8,25.9
4/25/2019,108,13.2,9.4,17.2
4/26/2019,108,8.4,6.2,9.9
4/27/2019,108,11.6,4.1,18.2
4/28/2019,108,12.9,9.9,16.6
4/29/2019,108,13,8.3,17.3
4/30/2019,108,15.5,9,22.5
5/1/2019,108,16.4,11.2,22.2
5/2/2019,108,17.1,10.6,25.3
5/3/2019,108,17.9,10.1,26.1
5/4/2019,108,19.5,12,27.4
5/5/2019,108,19.2,13.6,26.5
5/6/2019,108,14.5,9.8,19.8
5/7/2019,108,15,8.4,21.9
5/8/2019,108,15.6,10.1,21.3
5/9/2019,108,16.6,11.7,22.9
5/10/2019,108,17.8,10.3,26.8
5/11/2019,108,20.3,13.2,28.3
5/12/2019,108,21.6,14.7,28.9
5/13/2019,108,18.7,15.5,22.8
5/14/2019,108,19.6,12.9,26.9
5/15/2019,108,20.7,14.8,28
5/16/2019,108,23.5,16.7,30
5/17/2019,108,23.6,17.6,28.3
5/18/2019,108,22.8,19.1,25.9
5/19/2019,108,19.4,17.9,21.6
5/20/2019,108,16.4,13,20.2
5/21/2019,108,17.2,11.7,23.8
5/22/2019,108,19.5,12.3,26.5
5/23/2019,108,22.1,15,29.2
5/24/2019,108,24.2,16.2,33.4
5/25/2019,108,23.4,18.4,28.6
5/26/2019,108,24.5,18.6,31.1
5/27/2019,108,17.8,14.3,22.3
5/28/2019,108,18.1,11.9,24.6
5/29/2019,108,20.3,13.3,26.5
5/30/2019,108,19.6,14.6,24.5
5/31/2019,108,19.1,16.1,23.3
6/1/2019,108,18.9,14.8,23.7
6/2/2019,108,21.1,14.1,27.8
6/3/2019,108,23.1,16,29.5
6/4/2019,108,22.6,17.6,29
6/5/2019,108,23,17.8,29.6
6/6/2019,108,21.2,18.6,25.1
6/7/2019,108,20,17,24.7
6/8/2019,108,21.9,16,27.6
6/9/2019,108,21.6,17.1,26.5
6/10/2019,108,18.4,15.7,21.9
6/11/2019,108,20.5,15.5,26.1
6/12/2019,108,21.5,16.1,26.4
6/13/2019,108,23,16.6,28.8
6/14/2019,108,23,19.1,28.4
6/15/2019,108,21.9,17.9,27.4
6/16/2019,108,22,16.1,27.2
6/17/2019,108,21.7,18.1,26.2
6/18/2019,108,20.8,17,24.8
6/19/2019,108,21.4,18.9,25.4
6/20/2019,108,22.7,19.8,27.8
6/21/2019,108,22.1,19.4,26.1
6/22/2019,108,24.2,17.7,30.6
6/23/2019,108,25,19.1,31
6/24/2019,108,25.2,20.9,30.9
6/25/2019,108,25.6,19.5,32.8
6/26/2019,108,25.5,20.7,29.5
6/27/2019,108,25.5,21.9,31.2
6/28/2019,108,24.7,22.3,29
6/29/2019,108,23.1,19.6,27.7
6/30/2019,108,23.9,20.9,28.5
7/1/2019,108,23.9,20.6,28.9
7/2/2019,108,24.4,20.8,30.1
7/3/2019,108,24.1,21.2,27.4
7/4/2019,108,25.4,20,32.8
7/5/2019,108,27.6,20.2,35
7/6/2019,108,29.7,24.6,36.1
7/7/2019,108,26.7,22.7,32.5
7/8/2019,108,25.1,21.2,31
7/9/2019,108,25,19.7,30
7/10/2019,108,22.7,19.3,27.3
7/11/2019,108,21.9,19.5,25.9
7/12/2019,108,23.6,20,28.7
7/13/2019,108,24.9,22.1,29.7
7/14/2019,108,25.9,21.2,31.6
7/15/2019,108,23.8,22.1,27.4
7/16/2019,108,24.7,21.4,28.8
